type,delete,position,shape,feature,placement,x,y,scale,angle,z_index,fill,icon,b1f,b2f,b3f,b4f,b1w,b2w,b3w,b4w,spacing,alignment,font_size,font_family,height,text
Gran Turismo GT,,Rear Right Wheel Arch,*,,CAMS GT3 Gov,0.8,0.85,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,CAMS GT3 Number,0.2,0.5,,0,100,,,,,,,,,,,,,187,,,
Sports Car,,Rear Windscreen,*,,CAMS GT3 Number,0.2,0.5,,0,100,,,,,,,,,,,,,95,,,
Sports Car,,Left Rear Window,*,,CAMS GT3 Number,0.5,0.5,,0,100,,,,,,,,,,,,,95,,,
Sports Car,,Right Rear Window,*,,CAMS GT3 Number,0.5,0.5,,0,100,,,,,,,,,,,,,95,,,
Sports Car,,Rear Left Wheel Arch,*,,CAMS GT3 Gov,0.2,0.85,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Right Wheel Arch,*,,CAMS GT3 Gov,0.8,0.85,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,CAMS SS Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,CAMS SS Gov2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,CAMS SS Number,0.5,0.525,,0,110,,,,,,,,,,,,,385,,,
Sports Car,,Right Door Number Plate,*,,CAMS SS Gov2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,CAMS SS Number,0.5,0.525,,0,110,,,,,,,,,,,,,385,,,
Sports Car,,Front Bumper,*,,CAMS SS Sponsor,0.3,0.6,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS SS Sponsor2,0.7,0.6,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS SS Class,0.8,0.4,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS SS Gov,0.8,0.6,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS SS Sponsor,0.8,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS SS Class,0.2,0.4,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS SS Gov,0.2,0.6,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS SS Sponsor,0.2,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Windscreen,*,,CAMS SS Sponsor,0.5,0.6,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS SS Gov2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS SS Number,0.5,0.5,,0,110,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS SS Gov2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS SS Number,0.5,0.5,,0,110,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Front Bumper,*,,CAMS SS Sponsor,0.3,0.6,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Bumper,*,,CAMS SS Sponsor2,0.7,0.6,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Left Wheel Arch,*,,CAMS SS Class,0.8,0.4,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Left Wheel Arch,*,,CAMS SS Gov,0.8,0.6,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Left Wheel Arch,*,,CAMS SS Sponsor,0.8,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Right Wheel Arch,*,,CAMS SS Class,0.2,0.4,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Right Wheel Arch,*,,CAMS SS Gov,0.2,0.6,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Right Wheel Arch,*,,CAMS SS Sponsor,0.2,0.8,1,0,120,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,NSW FF Number,0.5,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Nose Cone,*,,NSW FF Letter,0.86,0.65,,0,110,,,,,,,,,,,,,125,,,
Formula,,Left Side Panel,*,,NSW FF Number,0.5,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Left Side Panel,*,,NSW FF Letter,0.825,0.65,,0,110,,,,,,,,,,,,,125,,,
Formula,,Right Side Panel,*,,NSW FF Number,0.5,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Right Side Panel,*,,NSW FF Letter,0.825,0.65,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Bonnet,*,,NSW PSC Number,0.4,0.5,,0,100,,,,,,,,,,,,,570,,,
Gran Turismo GT,,Bonnet,*,,NSW PSC Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Left Door Number Plate,*,,NSW PSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,340,,,
Gran Turismo GT,,Left Door Number Plate,*,,NSW PSC Letter,0.775,0.7,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Right Door Number Plate,*,,NSW PSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,340,,,
Gran Turismo GT,,Right Door Number Plate,*,,NSW PSC Letter,0.775,0.7,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Bonnet,*,,NSW PSC Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Sports Car,,Bonnet,*,,NSW PSC Letter,0.7,0.7,,0,110,,,,,,,,,,,,,150,,,
Sports Car,,Left Door Number Plate,*,,NSW PSC Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Left Door Number Plate,*,,NSW PSC Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,NSW PSC Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Right Door Number Plate,*,,NSW PSC Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Sports Racer,,Nose Cone,*,,CAMS RA Number,0.5,0.65,,0,100,,,,,,,,,,,,,270,,,
Sports Racer,,Nose Cone,*,,CAMS RA Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Racer,,Left Side Panel,*,,CAMS RA Number,0.75,0.6,,0,100,,,,,,,,,,,,,270,,,
Sports Racer,,Left Side Panel,*,,CAMS RA Gov,0.75,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Racer,,Left Side Panel,*,,CAMS RA Sponsor,0.2,0.3,1,0,120,,,,,,,,,,,,,,,,
Sports Racer,,Left Side Panel,*,,CAMS RA Text,0.2,0.7,,0,130,,,,,,,,,,,,,125,,,
Sports Racer,,Right Side Panel,*,,CAMS RA Number,0.25,0.6,,0,100,,,,,,,,,,,,,270,,,
Sports Racer,,Right Side Panel,*,,CAMS RA Gov,0.25,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Racer,,Right Side Panel,*,,CAMS RA Sponsor,0.8,0.3,1,0,120,,,,,,,,,,,,,,,,
Sports Racer,,Right Side Panel,*,,CAMS RA Text,0.8,0.7,,0,130,,,,,,,,,,,,,125,,,
Sports Racer,,Rear Wing,*,,CAMS RA Sponsor,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Racer,,Rear Wing,*,,CAMS RA Sponsor2,0.7,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Windscreen,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Windscreen,*,,MSA VW Number,0.85,0.5,,0,110,,,,,,,,,,,,,187,,,
Standard Road Car,,Front Bumper,*,,MSA VW Logo,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,MSA VW Sponsor,0.125,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,MSA VW Sponsor2,0.3,0.5,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,MSA VW Sponsor3,0.7,0.5,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,MSA VW Sponsor4,0.875,0.5,1,0,140,,,,,,,,,,,,,,,,
Standard Road Car,,Left Wing Mirror Front,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Wing Mirror Front,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,MSA VW Sponsor,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,MSA VW Sponsor2,0.5,0.35,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,MSA VW Sponsor3,0.5,0.65,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,MSA VW Sponsor4,0.5,0.875,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,MSA VW Sponsor,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,MSA VW Sponsor2,0.5,0.35,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,MSA VW Sponsor3,0.5,0.65,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,MSA VW Sponsor4,0.5,0.875,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,MSA VW Number,0.5,0.3,,0,100,,,,,,,,,,,,,95,,,
Standard Road Car,,Left Rear Window,*,,MSA VW Name,0.5,0.7,,0,110,,,,,,,,,,,,,75,,,
Standard Road Car,,Right Rear Window,*,,MSA VW Number,0.5,0.3,,0,100,,,,,,,,,,,,,95,,,
Standard Road Car,,Right Rear Window,*,,MSA VW Name,0.5,0.7,,0,110,,,,,,,,,,,,,75,,,
Standard Road Car,,Left Quarter Panel,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Quarter Panel,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Rear Windscreen,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Rear Windscreen,*,,MSA VW Number,0.85,0.5,,0,110,,,,,,,,,,,,,95,,,
Standard Road Car,,Rear Number Plate,*,,MSA VW Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Rear Bumper,*,,MSA VW Sponsor,0.18,0.2,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Rear Bumper,*,,MSA VW Sponsor2,0.82,0.2,1,0,110,,,,,,,,,,,,,,,,
